uloha_1 a),uloha_1 b)_prior,skupina,uloha_1 b)_pozorování
,"3,4757078991",5036,
,"4,2346056864",5036,
,"2,7021857761",5036,
,"2,2432620581",5036,
,"4,1766449478",5036,
,"3,8285436577",5036,
,"1,9437836117",5036,
,"3,1306096093",5036,
,"4,6343990833",5037,
,"4,2391497573",5037,
,"2,8830673208",5037,
,"4,0838794149",5037,
,"2,327947817",5037,
,"3,9326821293",5037,
,"2,2156595637",5037,
,"2,5368485774",5037,
,"4,5237010433",5037,
,"3,0601901455",5037,
,"2,4471559225",5038,
,"4,7423245756",5038,
,"2,7482946828",5038,
,"1,5225279003",5038,
,"1,9271455063",5038,
,"3,0767596802",5038,
,"2,2900427532",5038,
,"3,2518227134",5038,
,"4,7423750389",5038,
,"3,8213094485",5038,
,"4,8009302005",5039,
,"6,173029886",5039,
,"3,1076986927",5039,
,"3,6949577531",5039,
,"3,4500692501",5039,
,"4,1722629383",5039,
,"3,0246436917",5039,
,"4,3835835899",5039,
,"3,3920956037",5039,
,"1,9903025107",5039,
,"3,1431793522",5040,
,"4,3909144955",5040,
,"5,1989519693",5040,
,"3,4704110923",5040,
,"4,4150186341",5040,
,"2,4976910815",5040,
,"2,8563210521",5040,
,"3,4004738957",5040,
,"2,6299302828",5040,
,"2,719285878",5040,
,"2,9156193751",5041,
,"2,4365813667",5041,
,"3,1206482706",5041,
,"3,812313994",5041,
,"3,8550144169",5041,
,"2,7376850393",5041,
,"1,5086538458",5041,
,"3,716859426",5041,
,"4,656693356",5041,
,"4,5117936413",5041,
,"4,0840403286",5042,
,"2,7438844118",5042,
,"2,5255211759",5042,
,"2,9822923298",5042,
,"2,5857354244",5042,
,"3,520580644",5042,
,"2,2213600299",5042,
,"2,8994832913",5042,
,"1,5261082343",5042,
,"3,1247019178",5042,
,"3,4760424518",5043,
,"3,7324969204",5043,
,"4,1305000886",5043,
,"2,8142336953",5043,
,"2,0291919935",5043,
,"3,3056453883",5043,
,"2,720651842",5043,
,"3,5845481817",5043,
,"4,9127171722",5043,
,"3,100552655",5043,
,"2,0915349833",5044,
,"2,5904458973",5044,
,"4,0601433084",5044,
,"3,7564746718",5044,
,"4,5529782931",5044,
,"3,1420744288",5044,
,"2,6658021732",5044,
,"2,3741010295",5044,
,"1,5177769636",5044,
,"3,8207413053",5044,
,"4,5781070478",5045,
,"2,4501739079",5045,
,"1,6598697144",5045,
,"3,2378715508",5045,
,"2,9131944889",5045,
,"3,578420089",5045,
,"4,2301652639",5045,
,"3,6449303208",5045,
,"3,5022731838",5045,
,"2,4480401802",5045,
,"4,0335167931",5046,
,"2,1686484814",5046,
,"2,0355075803",5046,
,"3,8161926966",5046,
,"2,66488848",5046,
,"5,0204755645",5046,
,"2,3712180236",5046,
,"2,9060009238",5046,
,"3,7189175332",5046,
,"2,7329221689",5046,
,"3,5468403519",5047,
,"3,8774323942",5047,
,"4,2322917624",5047,
,"2,6382249349",5047,
,"3,8680209786",5047,
,"2,9418735907",5047,
,"2,9936539302",5047,
,"3,9469639428",5047,
,"3,9097221415",5047,
,"1,7414390838",5047,
,"1,2571155775",5048,
,"4,7450280388",5048,
,"3,8418908042",5048,
,"1,8761336699",5048,
,"2,3991828184",5048,
,"3,0071918766",5048,
,"4,0791272172",5048,
,"3,9117078324",5048,
,"2,7049215703",5048,
,"2,5783132934",5048,
,"3,5310369751",5049,
,"3,6972717073",5049,
,"4,1474680438",5049,
,"2,8263820968",5049,
,"3,4659799591",5049,
,"5,6099798898",5049,
,"4,7363109579",5049,
,"3,7227415588",5049,
,"2,7461807368",5049,
,"4,121308525",5049,
,"2,6701096634",5050,
,"3,631818012",5050,
,"4,0090668705",5050,
,"1,628361359",5050,
,"3,5611098656",5050,
,"3,6531951998",5050,
,"2,3637420277",5050,
,"3,8802587049",5050,
,"3,1266733875",5050,
,"2,6692876912",5050,
,"1,8423913822",5051,
,"2,187038493",5051,
,"4,1075393862",5051,
,"3,9511835267",5051,
,"1,722850289",5051,
,"3,0575050367",5051,
,"1,770678071",5051,
,"1,6205704528",5051,
,"1,7763589762",5051,
,"2,3669677905",5051,
,"1,2246801957",5052,
,"4,0446555781",5052,
,"4,4265229768",5052,
,"2,6296432476",5052,
,"2,4091220656",5052,
,"3,0372879564",5052,
,"2,9590512713",5052,
,"4,044264026",5052,
,"4,1364781812",5052,
,"4,6121874263",5052,
,"2,7934912039",5053,
,"4,1220320945",5053,
,"3,3417504218",5053,
,"2,4907133498",5053,
,"3,4553458263",5053,
,"3,3326726736",5053,
,"2,2650033232",5053,
,"2,640154627",5053,
,"2,3050746997",5053,
,"1,7003005942",5053,
,"3,5208125828",5054,
,"1,3435355595",5054,
,"1,603941684",5054,
,"5,2863992558",5054,
,"4,0682692275",5054,
,"3,2613001772",5054,
,"4,4185268575",5054,
,"4,7271502963",5054,
,"3,0277607684",5054,
,"2,2581736757",5054,
,"4,3696311924",5055,
,"2,735953609",5055,
,"1,6926275002",5055,
,"1,6922994634",5055,
,"3,2478208997",5055,
,"2,9406159606",5055,
,"2,9738928926",5055,
,"3,7049739278",5055,
,"5,1292601929",5055,
,"1,8275452593",5055,
,"4,533204501",5056,
,"4,3035416627",5056,
,"3,2655067469",5056,
,"3,8500438464",5056,
,"3,7581701502",5056,
,"5,0811107708",5056,
,"3,195066202",5056,
,"3,9607645917",5056,
,"3,8224430706",5056,
,"2,6473426007",5056,
,"4,233041911",5057,
,"3,1962778008",5057,
,"4,4143951039",5057,
,"1,4524895125",5057,
,"2,5810775845",5057,
,"4,7774896839",5057,
,"3,5818296008",5057,
,"3,1819699356",5057,
,"3,4454053917",5057,
,"3,4685941011",5057,
,"2,6653729457",5058,
,"2,2646844471",5058,
,"2,265280081",5058,
,"2,0007395752",5058,
,"1,4015593703",5058,
,"5,5314137605",5058,
,"2,7111935434",5058,
,"4,8925678723",5058,
,"4,1338277894",5058,
,"2,8666070888",5058,
,"2,1557814211",5059,
,"4,0571821495",5059,
,"3,7870803838",5059,
,"3,1924317501",5059,
,"2,3771825168",5059,
,"2,8674601969",5059,
,"4,6505271742",5059,
,"4,0965721439",5059,
,"3,6011782949",5059,
,"3,2190503956",5059,
,"2,7356525683",5060,
,"4,0238714345",5060,
,"4,7096329224",5060,
,"2,4870082077",5060,
,"2,2224570705",5060,
,"4,5461273896",5060,
,"3,651463072",5060,
,"4,9100388699",5060,
,"3,3299286551",5060,
,"3,4296925193",5060,
,"3,352153374",5061,
,"3,9305618879",5061,
,"1,7074510121",5061,
,"2,6934551554",5061,
,"3,2852062886",5061,
,"2,4261797811",5061,
,"4,1459968945",5061,
,"2,8413304526",5061,
,"2,944355674",5061,
,"3,3731727226",5061,
,"4,6678838393",5062,
,"4,4525338992",5062,
,"3,9595136731",5062,
,"3,6745300428",5062,
,"4,7108548132",5062,
,"6,5167974876",5062,
,"3,4859704197",5062,
,"4,1719512789",5062,
,"1,5261249032",5062,
,"3,3801404325",5062,
,"1,8691197594",5063,
,"4,4678017743",5063,
,"4,6179252765",5063,
,"2,059438843",5063,
,"4,934465457",5063,
,"4,2746175548",5063,
,"2,0363296307",5063,
,"3,4133780206",5063,
,"2,6035841759",5063,
,"3,4576148958",5063,
,"3,9785529805",5064,
,"2,0081410103",5064,
,"4,3129375177",5064,
,"4,4285707821",5064,
,"4,4328324046",5064,
,"4,4961470551",5064,
,"4,3497834835",5064,
,"2,9561088828",5064,
,"3,9912803745",5064,
,"2,0594854637",5064,
,"2,6642228853",5065,
,"3,0944199117",5065,
,"5,4504256902",5065,
,"2,8780158012",5065,
,"2,2837253561",5065,
,"3,0135033209",5065,
,"2,7057170074",5065,
,"3,9052926744",5065,
,"3,0321226326",5065,
,"2,7246666945",5065,
,"3,4247156703",5066,
,"2,7590447454",5066,
,"3,3732801794",5066,
,"2,5739447623",5066,
,"1,9667139012",5066,
,"2,5590026358",5066,
,"3,6585312584",5066,
,"2,1542389733",5066,
,"3,8185450681",5066,
,"2,6264265183",5066,
,"3,6755490925",5067,
,"4,8191144966",5067,
,"2,8383889122",5067,
,"3,9078914945",5067,
,"3,2121475554",5067,
,"4,8356170701",5067,
,"2,384998249",5067,
,"3,6902336334",5067,
,"3,7896005391",5067,
,"3,9405547239",5067,
,"1,7378522673",5068,
,"2,5511968553",5068,
,"3,510731571",5068,
,"3,3128504445",5068,
,"3,9553193447",5068,
,"5,935060117",5068,
,"2,2945272786",5068,
,"2,8969881181",5068,
,"4,5095698847",5068,
,"2,9798189678",5068,
,"2,4447557438",5069,
,"1,6561470468",5069,
,"4,3427677129",5069,
,"3,8761963586",5069,
,"1,4647580319",5069,
,"4,8272951959",5069,
,"4,8072107549",5069,
,"3,4231695527",5069,
,"3,5966845822",5069,
,"2,6760304817",5069,
,"5,6152746642",5070,
,"3,5548357846",5070,
,"4,0468937898",5070,
,"4,1333558585",5070,
,"5,0196429448",5070,
,"2,9705503692",5070,
,"3,8699173458",5070,
,"4,1411922179",5070,
,"4,2985790422",5070,
,"2,0537265407",5070,
,"2,861553509",5071,
,"5,604511668",5071,
,"3,4134577552",5071,
,"3,322535781",5071,
,"4,3752461859",5071,
,"3,8539150865",5071,
,"3,6012803158",5071,
,"3,5414921474",5071,
,"4,1855350254",5071,
,"2,3982290153",5071,
,"2,5485838366",5072,
,"3,74881886",5072,
,"4,282899183",5072,
,"4,3907622513",5072,
,"1,5964119255",5072,
,"5,9505118061",5072,
,"4,4121938292",5072,
,"1,9574313598",5072,
,"3,9028556336",5072,
,"3,2119556076",5072,
,"3,8582169153",5073,
,"3,4308697826",5073,
,"5,0798079549",5073,
,"2,8179673347",5073,
,"3,8523552069",5073,
,"4,4854690089",5073,
,"4,1741110135",5073,
,"3,2764888972",5073,
,"2,3714292132",5073,
,"1,7611839864",5073,
,"4,350517992",5074,
,"2,9494596487",5074,
,"3,8003240175",5074,
,"4,9626976375",5074,
,"5,6410076851",5074,
,"2,8263553405",5074,
,"4,8297169871",5074,
,"4,322553441",5074,
,"5,4064977461",5074,
,"2,7570635261",5074,
,"1,3621679919",5075,
,"5,761064001",5075,
,"3,5783608443",5075,
,"3,845676715",5075,
,"4,1703544703",5075,
,"3,5239832353",5075,
,"2,9972585432",5075,
,"5,2512198331",5075,
,"7,2898348614",5075,
,"3,9540117742",5075,
,"1,3509674767",5076,
,"3,3501274448",5076,
,"4,0080432202",5076,
,"3,0268779684",5076,
,"4,107956912",5076,
,"5,875579227",5076,
,"4,8401273422",5076,
,"3,9193834835",5076,
,"4,109851107",5076,
,"4,5924654906",5076,
,"2,870694974",5077,
,"5,1829186502",5077,
,"3,8569609104",5077,
,"4,6974600954",5077,
,"3,8465837838",5077,
,"3,6093136149",5077,
,"1,5279040322",5077,
,"4,1495764347",5077,
,"2,3061769874",5077,
,"3,1621271379",5077,
,"3,3031168651",5078,
,"2,1572484449",5078,
,"2,684364455",5078,
,"4,0370950785",5078,
,"3,1739139894",5078,
,"4,5808045192",5078,
,"4,1485978598",5078,
,"2,1080019381",5078,
,"4,1811382545",5078,
,"5,2069250698",5078,
,"3,9415770201",5079,
,"1,3537831011",5079,
,"3,812386965",5079,
,"3,7604176949",5079,
,"5,1857006442",5079,
,"2,0676519425",5079,
,"4,747326405",5079,
,"2,9448206014",5079,
,"3,4878827785",5079,
,"3,5341146384",5079,
,"4,5610171513",5080,
,"3,2196594699",5080,
,"2,4549612978",5080,
,"2,3035423462",5080,
,"2,9622129988",5080,
,"4,4151602891",5080,
,"3,3046245341",5080,
,"3,7509965725",5080,
,"3,4916697141",5080,
,"4,1608225392",5080,
,"1,8270211717",5081,
,"5,0450914179",5081,
,"2,6087555704",5081,
,"1,5241527419",5081,
,"2,1138117861",5081,
,"2,4484752352",5081,
,"3,1158400835",5081,
,"1,2860020507",5081,
,"3,0575418715",5081,
,"4,0771002628",5081,
,"2,5565489515",5082,
,"4,1678273574",5082,
,"3,8131045347",5082,
,"4,3764013985",5082,
,"2,6238800174",5082,
,"3,4262893431",5082,
,"3,7225183546",5082,
,"2,1230922707",5082,
,"2,859913588",5082,
,"3,5478262313",5082,
,"2,5441359963",5083,
,"3,3947615444",5083,
,"3,4464353838",5083,
,"3,5737800674",5083,
,"3,2381228052",5083,
,"2,6265637099",5083,
,"4,0672111417",5083,
,"2,8786189694",5083,
,"1,4215448885",5083,
,"3,7591130522",5083,
,"2,4257513005",5084,
,"2,5026289606",5084,
,"3,122435752",5084,
,"2,2756991417",5084,
,"2,5610477235",5084,
,"2,474110698",5084,
,"1,8476318425",5084,
,"2,8005536245",5084,
,"3,6117133654",5084,
,"3,3631995796",5084,
,"2,3748245534",5085,
,"3,9787733456",5085,
,"2,5876949666",5085,
,"3,7050017198",5085,
,"4,0061268556",5085,
,"4,0841930259",5085,
,"4,6672498023",5085,
,"1,8327913389",5085,
,"2,1039659885",5085,
,"3,8987307116",5085,
,"3,6326146456",5086,
,"5,4779566858",5086,
,"2,2520506256",5086,
,"4,1414581334",5086,
,"5,3873350762",5086,
,"3,5385363",5086,
,"2,9937959895",5086,
,"4,5983712787",5086,
,"3,1915817663",5086,
,"3,143087638",5086,
,"2,6210102643",5087,
,"2,2093032109",5087,
,"3,3088382564",5087,
,"3,442480885",5087,
,"3,4684160693",5087,
,"2,4316948658",5087,
,"3,1994681333",5087,
,"2,3187915608",5087,
,"3,2102077104",5087,
,"3,6494521164",5087,
,"4,8156629907",5088,
,"3,1308886929",5088,
,"3,8783185599",5088,
,"2,1161250907",5088,
,"5,7807656364",5088,
,"2,9807619322",5088,
,"3,576030265",5088,
,"4,2681422691",5088,
,"3,9613376596",5088,
,"2,3000450338",5088,
,"1,7577468627",5089,
,"3,8455113081",5089,
,"3,8364385522",5089,
,"5,7706197644",5089,
,"3,0166537805",5089,
,"3,9758272447",5089,
,"3,8796601331",5089,
,"2,5053767227",5089,
,"3,9304496712",5089,
,"3,1501170103",5089,
,"1,9678332071",5090,
,"2,2106137449",5090,
,"2,5947455437",5090,
,"4,1289306397",5090,
,"3,921062049",5090,
,"2,0818283057",5090,
,"4,6665631269",5090,
,"2,8721220895",5090,
,"2,9745862851",5090,
,"3,8976280267",5090,
,"5,1617952306",5091,
,"6,2767312006",5091,
,"3,9135017552",5091,
,"4,0484197323",5091,
,"1,8499075029",5091,
,"4,7424280302",5091,
,"5,5331799856",5091,
,"3,1219039017",5091,
,"3,4799326542",5091,
,"4,0618615402",5091,
,"3,7075836734",5092,
,"3,8671168135",5092,
,"2,511530185",5092,
,"1,4209878314",5092,
,"2,5976361335",5092,
,"1,9604687814",5092,
,"4,3826102224",5092,
,"3,9610817621",5092,
,"3,1157300514",5092,
,"3,3111049917",5092,
,"3,4470014859",5093,
,"3,5672062438",5093,
,"4,5943151404",5093,
,"4,0071780304",5093,
,"4,7752211204",5093,
,"2,7750027155",5093,
,"3,142486868",5093,
,"4,5847404848",5093,
,"5,2720138697",5093,
,"4,2453693664",5093,
,"4,1829798917",5094,
,"3,652290621",5094,
,"4,1398751368",5094,
,"4,9731474173",5094,
,"2,5067318949",5094,
,"4,357878434",5094,
,"3,6339857346",5094,
,"3,3340649663",5094,
,"2,3692144814",5094,
,"4,6506226603",5094,
,"2,8018378719",5095,
,"4,1986282759",5095,
,"3,4267758181",5095,
,"2,4130012148",5095,
,"3,9515671668",5095,
,"4,987505902",5095,
,"2,8737560797",5095,
,"4,1589593325",5095,
,"3,0453913608",5095,
,"3,3612546556",5095,
,"3,1004088539",5096,
,"1,271115013",5096,
,"4,1371597685",5096,
,"3,0964197556",5096,
,"4,2798822056",5096,
,"3,1354411744",5096,
,"4,0954542179",5096,
,"3,1337995825",5096,
,"2,0818852669",5096,
,"3,4543961965",5096,
,"4,6675381254",5097,
,"3,1243315353",5097,
,"1,5056492608",5097,
,"3,1016491445",5097,
,"2,0893424792",5097,
,"3,6749048613",5097,
,"2,4292577191",5097,
,"3,0649170244",5097,
,"4,1389561558",5097,
,"3,1289834609",5097,
,"4,8315188167",5098,
,"3,0793523739",5098,
,"2,8544371409",5098,
,"2,0122949571",5098,
,"4,3991362396",5098,
,"3,2250547572",5098,
,"3,2992692339",5098,
,"4,0815808536",5098,
,"3,6251465138",5098,
,"3,2337011384",5098,
,"3,661045275",5099,
,"3,7919763539",5099,
,"1,6604818065",5099,
,"3,70613069",5099,
,"5,2780781612",5099,
,"2,8821598568",5099,
,"4,3534194736",5099,
,"4,4292982749",5099,
,"5,7593107661",5099,
,"2,8931283278",5099,
,"3,7384385961",5100,
,"4,4228699047",5100,
,"5,7348932311",5100,
,"3,312395012",5100,
,"4,6282185616",5100,
,"4,2613822182",5100,
,"3,0215405318",5100,
,"3,7672119101",5100,
,"3,5130682338",5100,
,"4,3332273137",5100,
,"2,9622809351",5101,
,"3,4341182486",5101,
,"6,1704141492",5101,
,"4,0205743388",5101,
,"3,499672252",5101,
,"3,1656860359",5101,
,"3,7644302734",5101,
,"3,9734468888",5101,
,"3,5208614036",5101,
,"2,2135337953",5101,
,"3,310944004",5102,
,"3,7114666488",5102,
,"2,6465324306",5102,
,"3,2736861769",5102,
,"3,5638850495",5102,
,"1,5316265588",5102,
,"3,4699250014",5102,
,"2,5178504583",5102,
,"2,3962127543",5102,
,"4,7194099345",5102,
,"2,348333151",5103,
,"2,519373499",5103,
,"4,6108800954",5103,
,"4,5730027115",5103,
,"1,8661502092",5103,
,"4,7488046569",5103,
,"2,1999887454",5103,
,"2,8143684918",5103,
,"3,9278386316",5103,
,"3,1269977101",5103,
,"1,6261332486",5104,
,"1,7820982313",5104,
,"3,6051843002",5104,
,"4,322024866",5104,
,"1,5628086609",5104,
,"3,2381412455",5104,
,"3,8457167965",5104,
,"2,2900707139",5104,
,"4,3394395465",5104,
,"3,7339537123",5104,
,"1,3736897679",5105,
,"3,3118915088",5105,
,"2,6487695393",5105,
,"4,0459031522",5105,
,"3,8474981345",5105,
,"2,131740886",5105,
,"4,2329153998",5105,
,"3,4838452673",5105,
,"4,8242904363",5105,
,"1,5486945026",5105,
,"3,0945851239",5106,
,"4,6728227887",5106,
,"3,9492576506",5106,
,"1,4929102197",5106,
,"3,6739859626",5106,
,"2,6492975681",5106,
,"4,2507217753",5106,
,"4,3544628587",5106,
,"4,8085675871",5106,
,"3,7794710883",5106,
,"4,5796719002",5107,
,"2,8125035169",5107,
,"2,5960588846",5107,
,"5,0966937882",5107,
,"4,1680623329",5107,
,"5,1373400452",5107,
,"2,9908185659",5107,
,"2,5914181568",5107,
,"5,3602746771",5107,
,"4,9272755596",5107,
,"1,6724195053",5108,
,"2,8177826298",5108,
,"1,3051861087",5108,
,"2,1141610915",5108,
,"4,2605988105",5108,
,"2,9388632566",5108,
,"3,139099766",5108,
,"5,3847324085",5108,
,"4,3030047007",5108,
,"4,0018303384",5108,
,"5,5916520724",5109,
,"4,2056021648",5109,
,"3,5717031267",5109,
,"2,1729426156",5109,
,"2,3632640828",5109,
,"3,5194927664",5109,
,"3,3781483484",5109,
,"3,4762426828",5109,
,"4,8090623648",5109,
,"5,0230841527",5109,
,"2,9561110294",5110,
,"4,4472090123",5110,
,"2,9546463257",5110,
,"2,5625497896",5110,
,"4,3638062657",5110,
,"2,3888200122",5110,
,"1,8326852951",5110,
,"2,4028588606",5110,
,"3,8128805327",5110,
,"2,0039918439",5110,
,"3,46958543",5111,
,"3,8166528915",5111,
,"4,4345895658",5111,
,"3,9101564775",5111,
,"3,0347448834",5111,
,"2,1647389305",5111,
,"3,8581584015",5111,
,"1,7412135455",5111,
,"5,2622166324",5111,
,"3,3347159301",5111,
,"3,9821591374",5112,
,"2,6123576893",5112,
,"1,2745884862",5112,
,"2,9404002678",5112,
,"4,1996935529",5112,
,"2,9665823842",5112,
,"4,6849941656",5112,
,"3,3609246668",5112,
,"3,506104093",5112,
,"3,9674485988",5112,
,"4,4883485559",5113,
,"3,5946163986",5113,
,"3,9644873099",5113,
,"3,2775482119",5113,
,"3,144970202",5113,
,"3,5434317723",5113,
,"4,4879616752",5113,
,"3,2018676196",5113,
,"2,1993088327",5113,
,"2,9977431592",5113,
,"3,2481469261",5114,
,"2,6269808527",5114,
,"1,2700028569",5114,
,"3,0605348106",5114,
,"4,7500044239",5114,
,"4,3342877868",5114,
,"2,9783501211",5114,
,"3,5304005457",5114,
,"3,2611197794",5114,
,"3,0012338417",5114,
,"5,2401501647",5115,
,"3,4536110182",5115,
,"3,6080663235",5115,
,"1,4755933034",5115,
,"4,2391413461",5115,
,"3,2654098175",5115,
,"2,1945128481",5115,
,"3,3372585391",5115,
,"5,7790799658",5115,
,"4,5913816786",5115,
,"1,5083570077",5116,
,"5,1098826119",5116,
,"4,5345599712",5116,
,"2,2257886921",5116,
,"3,2729118898",5116,
,"2,9537633448",5116,
,"2,0575154054",5116,
,"4,9193962972",5116,
,"4,5571011316",5116,
,"2,8258121231",5116,
,"3,5288658092",5117,
,"4,6917787591",5117,
,"2,1245017301",5117,
,"3,2875156629",5117,
,"4,539714741",5117,
,"2,8989398936",5117,
,"6,2200231154",5117,
,"2,7061865185",5117,
,"4,2682995165",5117,
,"1,8032130107",5117,
,"4,8613531309",5118,
,"3,3031872306",5118,
,"4,0241392207",5118,
,"2,5177021019",5118,
,"4,5645030053",5118,
,"3,3772128317",5118,
,"4,1793672634",5118,
,"2,8806668759",5118,
,"5,7333348625",5118,
,"2,1802554206",5118,
,"3,5609218874",5119,
,"2,279356599",5119,
,"2,2777432169",5119,
,"2,6805916079",5119,
,"3,1276537358",5119,
,"2,7724435527",5119,
,"2,9576358533",5119,
,"5,298235955",5119,
,"2,4498136034",5119,
,"3,0794754734",5119,
,"3,7575359535",5120,
,"3,2917469409",5120,
,"2,2604171818",5120,
,"3,671532286",5120,
,"3,516432134",5120,
,"3,4539996866",5120,
,"2,3027724813",5120,
,"3,7465695699",5120,
,"1,9600341196",5120,
,"4,8709516598",5120,
,"2,0562811778",5121,
,"2,6204390195",5121,
,"4,3752051887",5121,
,"3,5441311645",5121,
,"4,3395392342",5121,
,"2,2557007235",5121,
,"4,36746836",5121,
,"4,5405473315",5121,
,"1,6028289455",5121,
,"3,8901763867",5121,
,"3,1858242005",5122,
,"4,3847141995",5122,
,"4,4265129584",5122,
,"6,207142756",5122,
,"3,4871008677",5122,
,"3,4504280281",5122,
,"3,7349116345",5122,
,"4,8070893291",5122,
,"3,3935917778",5122,
,"2,6620743386",5122,
,"2,4229380761",5123,
,"3,0293988434",5123,
,"3,3523057147",5123,
,"4,9367774025",5123,
,"3,5687688366",5123,
,"3,4918718962",5123,
,"2,4473003817",5123,
,"3,4274106361",5123,
,"2,7674725478",5123,
,"3,6195877617",5123,
,"2,5537660435",5124,
,"4,7874376274",5124,
,"3,8585725897",5124,
,"4,9952907354",5124,
,"1,7864228569",5124,
,"4,4559799596",5124,
,"1,7750294423",5124,
,"1,7189062146",5124,
,"2,0041184865",5124,
,"2,1299144199",5124,
,"2,9607769928",5125,
,"3,0801033431",5125,
,"1,3850800755",5125,
,"1,5263841321",5125,
,"2,232656024",5125,
,"4,9270125191",5125,
,"2,914509582",5125,
,"4,1183462982",5125,
,"4,2019649368",5125,
,"1,566878268",5125,
,"4,3870075398",5126,
,"4,427610545",5126,
,"4,586366513",5126,
,"4,0726536311",5126,
,"4,3827205774",5126,
,"3,3448852399",5126,
,"2,2606098709",5126,
,"4,2556399747",5126,
,"3,793292269",5126,
,"2,3390945509",5126,
,"1,4762465667",5127,
,"4,0038494987",5127,
,"4,1018817855",5127,
,"3,7333629521",5127,
,"3,3620084922",5127,
,"3,9417242857",5127,
,"3,8876357089",5127,
,"3,2829285259",5127,
,"2,8766876323",5127,
,"2,7254956002",5127,
,"3,7633629886",5128,
,"5,048503397",5128,
,"5,1662962825",5128,
,"3,3890190699",5128,
,"4,0051095597",5128,
,"3,8142855385",5128,
,"4,0500095174",5128,
,"1,9725243721",5128,
,"4,5031394968",5128,
,"4,1639550367",5128,
,"3,947184393",5129,
,"3,2926733704",5129,
,"2,6164916265",5129,
,"2,8297671146",5129,
,"5,0810169747",5129,
,"3,1015155683",5129,
,"2,1485620435",5129,
,"2,0824462843",5129,
,"3,1973811734",5129,
,"2,8136827404",5129,
,"3,6154700953",5130,
,"4,4324085001",5130,
,"3,3243418965",5130,
,"1,4437049118",5130,
,"3,1601837669",5130,
,"3,1092661017",5130,
,"6,4346869226",5130,
,"2,8329685196",5130,
,"1,9737093631",5130,
,"3,6079042438",5130,
,"1,7120338414",5131,
,"4,797555259",5131,
,"4,9458645986",5131,
,"3,2655841691",5131,
,"3,9855912275",5131,
,"3,1166325644",5131,
,"3,6239034825",5131,
,"3,4816021518",5131,
,"1,8816769891",5131,
,"5,3131988751",5131,
,"3,2727406209",5132,
,"4,7608932501",5132,
,"3,86393971",5132,
,"1,439031837",5132,
,"2,9428212411",5132,
,"2,7297152947",5132,
,"4,477617464",5132,
,"3,2476831812",5132,
,"4,0326254053",5132,
,"2,6949348076",5132,
,"4,0322148676",5133,
,"3,0027546098",5133,
,"4,1060558994",5133,
,"2,5538965831",5133,
,"4,1478328807",5133,
,"3,0804040363",5133,
,"4,6100846461",5133,
,"2,8735250602",5133,
,"3,3083791077",5133,
,"3,5876625213",5133,
,"4,4103120635",5134,
,"3,8943118537",5134,
,"2,1900712307",5134,
,"2,0458584781",5134,
,"4,3024539061",5134,
,"2,5075004836",5134,
,"3,8653358717",5134,
,"5,0515987985",5134,
,"1,4838911361",5134,
,"2,8970819952",5134,
,"2,820386868",5135,
,"3,6423949012",5135,
,"2,5527611958",5135,
,"4,8655505378",5135,
,"3,4862557154",5135,
,"3,1222295132",5135,
,"2,3835207326",5135,
,"1,6397596681",5135,
,"3,8128660568",5135,
,"4,2393896132",5135,
,"3,8940649872",5136,
,"2,9859777594",5136,
,"4,3277454295",5136,
,"3,19080572",5136,
,"4,3877052315",5136,
,"2,9817856478",5136,
,"3,0838777718",5136,
,"3,0613187421",5136,
,"4,1021023286",5136,
,"2,1020322351",5136,
,"5,9980829146",5137,
,"3,4284311454",5137,
,"5,2018535588",5137,
,"2,1855196409",5137,
,"2,859832661",5137,
,"3,1560281333",5137,
,"4,5958467453",5137,
,"3,6883395734",5137,
,"2,6889865188",5137,
,"2,9624916671",5137,
,"3,0202988676",5138,
,"2,8132630824",5138,
,"4,4891327465",5138,
,"1,5493000329",5138,
,"3,5565920321",5138,
,"4,0485636429",5138,
,"3,7444115229",5138,
,"3,2211354129",5138,
,"4,0296396226",5138,
,"3,683260938",5138,
,"3,6856747029",5139,
,"5,0983488697",5139,
,"2,8040777546",5139,
,"4,5406490745",5139,
,"3,6635004379",5139,
,"2,7495093199",5139,
,"1,851836266",5139,
,"3,0548231318",5139,
,"2,6524804932",5139,
,"2,958689489",5139,
,"3,1954943922",5140,
,"3,7120322744",5140,
,"2,4324282655",5140,
,"2,4674466086",5140,
,"2,8702024981",5140,
,"4,0475534618",5140,
,"3,3897068509",5140,
,"5,1214067994",5140,
,"2,9775587909",5140,
,"4,3341043574",5140,
,"4,2076258959",5141,
,"2,9915727866",5141,
,"3,408182393",5141,
,"2,7498729294",5141,
,"4,1758616521",5141,
,"5,8725565873",5141,
,"2,7621085039",5141,
,"2,9764663547",5141,
,"2,1564674206",5141,
,"3,3979616041",5141,
,"3,1546972618",5142,
,"1,4484640837",5142,
,"3,1581291839",5142,
,"2,0922216968",5142,
,"4,2040515065",5142,
,"5,0978798064",5142,
,"2,686075515",5142,
,"3,0345964231",5142,
,"4,8126900059",5142,
,"2,9598638372",5142,
,"3,8640144711",5143,
,"3,6991172406",5143,
,"2,3626341293",5143,
,"3,6920146459",5143,
,"3,9578107231",5143,
,"2,034705567",5143,
,"5,1866898274",5143,
,"5,4003135542",5143,
,"4,2139317229",5143,
,"2,5262032026",5143,
,"4,0097616207",5144,
,"3,4451543533",5144,
,"2,9197664516",5144,
,"5,4611380115",5144,
